id,ibs_fetch__pp,dummy_HG
"all;libG4particles.so;[;G4Gamma::Definition",655076,g4run
"all;libG4particles.so;[;G4MuonDecayChannel::G4MuonDecayChannel@plt",1161550,g4run
"all;libG4particles.so;[;G4AntiOmegacZero::Definition",226993,g4run
"all;libG4particles.so;[;G4NucleiPropertiesTableAME12::GetNuclearMass",3561998,g4run
"all;libG4particles.so;[;G4DynamicParticle::SetMomentum",13102426,g4run
"all;libG4particles.so;[;G4IonTable::InsertWorker",0,g4run
"all;libG4particles.so;[;G4AntiNeutrinoTau::Definition",27194095,g4run
"all;libG4particles.so;[;G4TauMinus::Definition",196515,g4run
"all;libG4particles.so;[;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",581063,g4run
"all;libG4particles.so;[;std::__throw_length_error@plt",609518,g4run
"all;libG4particles.so;[;G4DecayProducts::G4DecayProducts",0,g4run
"all;libG4particles.so;[;G4DynamicParticle::SetDefinition",26487831,g4run
"all;libG4particles.so;[;G4ParticlesWorkspace::InitialiseWorkspace",3689260,g4run
"all;libG4particles.so;[;G4AntiDMesonZero::Definition",5884556,g4run
"all;libG4particles.so;[;0x00007fcfa6b60bd8",0,g4run
"all;libG4particles.so;[;0x00007fcfa6b7927d",0,g4run
"all;libG4particles.so;[;G4KL3DecayChannel::DecayIt",169099,g4run
"all;libG4particles.so;[;0x00000000000812a4",180995,g4run
"all;libG4particles.so;[;G4PionRadiativeDecayChannel::DecayIt",0,g4run
"all;libG4particles.so;[;G4IsotopeProperty::operator=",0,g4run
"all;libG4particles.so;[;G4HyperTriton::HyperTritonDefinition",184477,g4run
"all;libG4particles.so;[;0x00007fcfa6b64d35",0,g4run
"all;libG4particles.so;[;G4Lambdab::LambdabDefinition@plt",156406,g4run
"all;libG4particles.so;[;0x00007fcfa6b64d39",0,g4run
"all;libG4particles.so;[;G4SigmaMinus::Definition",695126,g4run
"all;libG4particles.so;[;__dynamic_cast@plt",3020132,g4run
"all;libG4particles.so;[;G4PionMinus::PionMinus",196344,g4run
"all;libG4particles.so;[;G4IonTable::IsIon@plt",202351,g4run
"all;libG4particles.so;[;0x00007fcfa6b7931f",0,g4run
"all;libG4particles.so;[;G4NucleiPropertiesTheoreticalTable::GetNuclearMass",132645445,g4run
"all;libG4particles.so;[;G4AntiDoubleHyperH4::Definition",396742,g4run
"all;libG4particles.so;[;G4DsMesonMinus::Definition@plt",203249,g4run
"all;libG4particles.so;[;0x00007fcfa6b63d6f",0,g4run
"all;libG4particles.so;[;G4DecayTable::G4DecayTable",0,g4run
"all;libG4particles.so;[;G4ParticleDefinition::operator!=",74479314,g4run
"all;libG4particles.so;[;0x00007fcfa6b6b7eb",0,g4run
"all;libG4particles.so;[;G4NucleiPropertiesTableAME12::GetAtomicMass",1864763,g4run
"all;libG4particles.so;[;G4SigmaPlus::Definition",1295513,g4run
"all;libG4particles.so;[;G4ExcitedMesonConstructor::GetQuarkContents@plt",1403777,g4run
"all;libG4particles.so;[;G4ChargedGeantino::Definition",28701220,g4run
"all;libG4particles.so;[;G4IonTable::GetLightIon@plt",199785,g4run
"all;libG4particles.so;[;G4Proton::Definition",1133896,g4run
"all;libG4particles.so;[;0x00007fcfa6b6482a",0,g4run
"all;libG4particles.so;[;0x00007fcfa6b5b1a1",0,g4run
"all;libG4particles.so;[;0x00007fcfa6b6b7ef",0,g4run
"all;libG4particles.so;[;G4IonTable::Contains",204130,g4run
"all;libG4particles.so;[;G4NeutrinoTau::Definition",211309,g4run
"all;libG4particles.so;[;G4AntiOmegabMinus::Definition@plt",401661,g4run
"all;libG4particles.so;[;G4OmegacZero::Definition",428817977,g4run
"all;libG4particles.so;[;G4IonTable::GetNucleusByEncoding",199597,g4run
"all;libG4particles.so;[;G4PionPlus::PionPlusDefinition",285353,g4run
"all;libG4particles.so;[;G4AntiXiMinus::Definition@plt",563241,g4run
"all;libG4particles.so;[;0x00007fcfa6b5b1a6",0,g4run
"all;libG4particles.so;[;G4IonTable::CreateIon",0,g4run
"all;libG4particles.so;[;G4ParticleTable::Remove",179726,g4run
"all;libG4particles.so;[;G4NucleiPropertiesTableAME12::IsInTable",423311,g4run
"all;libG4particles.so;[;G4NucleiPropertiesTheoreticalTable::GetMassExcess",1021301,g4run
"all;libG4particles.so;[;G4XiMinus::Definition",0,g4run
"all;libG4particles.so;[;0x00007fcfa6b5b1a8",0,g4run
"all;libG4particles.so;[;G4AntiProton::AntiProtonDefinition@plt",37150448,g4run
"all;libG4particles.so;[;std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_M_copy<false, std::_Rb_tree<double, std::pair<double const, G4IsotopeProperty*>, std::_Select1st<std::pair<double const, G4IsotopeProperty*> >, std::less<double>, std::allocator<std::pair<double const, G4IsotopeProperty*> > >::_Alloc_node>",883047,g4run
"all;libG4particles.so;[;0x000000000006cd39",2579595,g4run
"all;libG4particles.so;[;G4DynamicParticle::AllocateElectronOccupancy",86167645,g4run
"all;libG4particles.so;[;G4NucleiProperties::IsInStableTable@plt",213395,g4run
"all;libG4particles.so;[;G4TauPlus::Definition@plt",227758,g4run
"all;libG4particles.so;[;G4UIcmdWithAnInteger::GetNewIntValue@plt",749120,g4run
"all;libG4particles.so;[;0x00007fcfa6b6463d",0,g4run
"all;libG4particles.so;[;G4IonTable::GetIon@plt",196555,g4run
"all;libG4particles.so;[;G4DecayTableMessenger::~G4DecayTableMessenger@plt",8384389,g4run
"all;libG4particles.so;[;G4IonTable::GetParticle",1493748,g4run
"all;libG4particles.so;[;0x00007fcfa6b8f84b",0,g4run
"all;libG4particles.so;[;G4UIcmdWithAnInteger::SetDefaultValue@plt",607392,g4run
"all;libG4particles.so;[;G4DecayProducts::SetParentParticle",0,g4run
"all;libG4particles.so;[;std::unique_lock<std::mutex>::unlock",181816,g4run
"all;libG4particles.so;[;G4Alpha::Definition",574659,g4run
"all;libG4particles.so;[;G4ParticleDefinition::GetSubInstanceManager",85525845,g4run
"all;libG4particles.so;[;G4XibMinus::XibMinusDefinition@plt",566995,g4run
"all;libG4particles.so;[;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition const*>, std::_Select1st<std::pair<int const, G4ParticleDefinition const*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition const*> > >::_M_emplace_equal<std::pair<int, G4MuonicAtom*> >",0,g4run
"all;libG4particles.so;[;G4IonConstructor::G4IonConstructor",178287,g4run
"all;libG4particles.so;[;G4PhaseSpaceDecayChannel::DecayIt",465524,g4run
"all;libG4particles.so;[;std::vector<std::mutex*, std::allocator<std::mutex*> >::_M_fill_insert@plt",1361107,g4run
"all;libG4particles.so;[;G4BaryonConstructor::ConstructCharmBaryons",1427055,g4run
"all;libG4particles.so;[;G4GenericIon::Definition",192243,g4run
"all;libG4particles.so;[;G4AntiSigmacPlus::Definition@plt",375024,g4run
"all;libG4particles.so;[;G4ExcitedBaryonConstructor::ConstructAntiParticle",486645,g4run
"all;libG4particles.so;[;0x00007fcfa6b6781f",0,g4run
"all;libG4particles.so;[;G4SigmabZero::Definition",0,g4run
"all;libG4particles.so;[;G4VDecayChannel::G4VDecayChannel@plt",189727,g4run
"all;libG4particles.so;[;G4PhaseSpaceDecayChannel::OneBodyDecayIt",0,g4run
"all;libxcb.so.1.1.0",,
"all;libxcb.so.1.1.0;[",,
"all;libxcb.so.1.1.0;[;0x00007f1552173d82",0,i3bar
"all;libxcb.so.1.1.0;[;0x000000000000d480",160039,gnome-terminal-
"all;libxcb.so.1.1.0;[;0x00007f72149c9d82",0,gnome-terminal-
"all;libxcb.so.1.1.0;[;0x00007f1847df3769",0,chrome
"all;libxcb.so.1.1.0;[;0x00007f1847df42a3",0,chrome
"all;libG4digits_hits.so",,
"all;libG4digits_hits.so;[",,
"all;libG4digits_hits.so;[;G4VSensitiveDetector::operator=",662081,g4run
"all;libG4digits_hits.so;[;G4PSCellFlux::Initialize",0,g4run
"all;libG4digits_hits.so;[;G4CollectionNameVector::~G4CollectionNameVector",176021,g4run
"all;libG4digits_hits.so;[;G4PSStepChecker::~G4PSStepChecker@plt",142339,g4run
"all;libG4digits_hits.so;[;G4VSensitiveDetector::G4VSensitiveDetector",0,g4run
"all;libG4digits_hits.so;[;G4VSensitiveDetector::Clone",1530768,g4run
"all;libG4digits_hits.so;[;G4PSCellFlux::DefineUnitAndCategory",225072,g4run
"all;libG4digits_hits.so;[;G4VSensitiveDetector::~G4VSensitiveDetector",428182,g4run
"all;libatspi.so.0.0.1",,
"all;libatspi.so.0.0.1;[",,
"all;libatspi.so.0.0.1;[;0x00007f72145f68b0",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0",,
"all;libvte-2.91.so.0.6800.0;[",,
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01a82",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x000000000001e060",263928,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215be7441",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000039680",199699,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215be8ed9",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c02b67",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00000000000395f0",197417,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000033762",198614,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfb46b",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x000000000001dff0",190303,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000032c18",381167,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000020e40",247089,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01627",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;g_unichar_ismark@plt",267345,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000044710",153897,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bf9720",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000032bc0",178233,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000036660",219703,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01a75",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bf9494",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfbe21",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bea345",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000032a80",182183,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000022310",203722,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000039b00",214118,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000039a80",225211,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfac2e",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215be5fd4",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c015f7",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bffa32",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c0c635",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000044600",184942,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215be5ff8",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000067f30",185575,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c2ffaa",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000033830",178799,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfb885",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000033621",185532,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfaa44",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215bfb74c",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01611",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000033390",186254,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000022430",229249,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01c51",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215c01a24",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000067f90",168556,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00007f7215be8be4",0,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x0000000000033680",199414,gnome-terminal-
"all;libvte-2.91.so.0.6800.0;[;0x00000000000399d0",228015,gnome-terminal-
"all;libasound.so.2.0.0",,
"all;libasound.so.2.0.0;[",,
"all;libasound.so.2.0.0;[;0x00007f68b66e49d0",0,amixer
"all;libasound.so.2.0.0;[;snd_input_getc@plt",991835,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbac2c59",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000350c0",253798,amixer
"all;libasound.so.2.0.0;[;0x00000000000319ef",525293,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b032",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e29030",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000323db",190016,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685dd0c4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5dbdd3f7f5",0,amixer
"all;libasound.so.2.0.0;[;snd_config_get_string",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000319d0",2084489,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62badae6",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62fabd9d",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14d19d",0,amixer
"all;libasound.so.2.0.0;[;0x00007f90279c5ced",0,amixer
"all;libasound.so.2.0.0;[;0x00007ff025afbc59",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5bafa479",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62bb46d0",0,amixer
"all;libasound.so.2.0.0;[;0x00007f032cf8e0cd",0,amixer
"all;libasound.so.2.0.0;[;snd_config_iterator_end@plt",545640,amixer
"all;libasound.so.2.0.0;[;snd_config_iterator_next",410211,amixer
"all;libasound.so.2.0.0;[;0x0000000000034e66",141369,amixer
"all;libasound.so.2.0.0;[;0x0000000000035000",190469,amixer
"all;libasound.so.2.0.0;[;0x0000000000033c6a",377376,amixer
"all;libasound.so.2.0.0;[;0x0000000000034f00",212731,amixer
"all;libasound.so.2.0.0;[;0x00007f10cfb7d5a4",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032030",196140,amixer
"all;libasound.so.2.0.0;[;0x0000000000041600",240946,amixer
"all;libasound.so.2.0.0;[;0x0000000000034dd2",271546,amixer
"all;libasound.so.2.0.0;[;snd_input_getc",1413538,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5bafce80",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbac15a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f90279df282",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8cc59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5dbdd41c65",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02731397f5",0,amixer
"all;libasound.so.2.0.0;[;0x000000000003c6d0",457385,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62facae6",0,amixer
"all;libasound.so.2.0.0;[;0x00007f40fd78ba13",0,amixer
"all;libasound.so.2.0.0;[;0x000000000003e500",233424,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920bf0db",0,amixer
"all;libasound.so.2.0.0;[;snd_config_get_type",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032490",164930,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62faacac",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e298e2",0,amixer
"all;libasound.so.2.0.0;[;snd_config_search_alias",0,amixer
"all;libasound.so.2.0.0;[;snd_config_delete",281121,amixer
"all;libasound.so.2.0.0;[;0x00007f10cfb7c9e0",0,amixer
"all;libasound.so.2.0.0;[;snd_config_make",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62baa036",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685dc9e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af158637",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66e6c59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f032cf91ae6",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000033c51",257615,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbac09e0",0,amixer
"all;libasound.so.2.0.0;[;0x00007f40fd78fae6",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5dbdd40336",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62baa514",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5baf99dc",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62bbcfda",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090a9f7",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbac09e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f90279c30d3",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b7bae6",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8e84b",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b0dc",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d5a9689e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e290db",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000033c59",501695,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685e85ef",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d5a968a63",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090ccf5",0,amixer
"all;libasound.so.2.0.0;[;0x00007ff025af99e0",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685dc7f5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e2ac59",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032090",236659,amixer
"all;libasound.so.2.0.0;[;0x00007ff025b06417",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5bafbc59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b5bb",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b79cb4",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032078",697283,amixer
"all;libasound.so.2.0.0;[;0x00007ff025afa0c4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090e256",0,amixer
"all;libasound.so.2.0.0;[;0x00007f032cf986d0",0,amixer
"all;libasound.so.2.0.0;[;memcpy@plt",0,amixer
"all;libasound.so.2.0.0;[;0x00007f10cfb7c7f5",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032340",270889,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14d036",0,amixer
"all;libasound.so.2.0.0;[;snd_dlopen",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000324c0",182103,amixer
"all;libasound.so.2.0.0;[;snd_config_make_integer",183344,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5bafa381",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbac07f5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec7a6d8",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032570",726814,amixer
"all;libasound.so.2.0.0;[;0x00007f90279cf51c",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b78032",0,amixer
"all;libasound.so.2.0.0;[;snd_input_stdio_open",0,amixer
"all;libasound.so.2.0.0;[;_snd_safe_strtoll_base",0,amixer
"all;libasound.so.2.0.0;[;snd_config_add",230987,amixer
"all;libasound.so.2.0.0;[;0x000000000003241b",240875,amixer
"all;libasound.so.2.0.0;[;0x00000000000320bf",1321556,amixer
"all;libasound.so.2.0.0;[;0x00007ff025afce8d",0,amixer
"all;libasound.so.2.0.0;[;0x00007ff025afa5a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d5a9687f5",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032098",208494,amixer
"all;libasound.so.2.0.0;[;0x00007f90279c4c6a",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66e7cc8",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000034cc0",179224,amixer
"all;libasound.so.2.0.0;[;0x0000000000034ed4",253475,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920cb417",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e290c4",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000033cda",602415,amixer
"all;libasound.so.2.0.0;[;0x00007f027313bcae",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62babc70",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b0e2",0,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b03b",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032591",525098,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5baf99e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5dbdd3c000",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000325bb",197587,amixer
"all;libasound.so.2.0.0;[;0x00007ff025af9aaf",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14ec59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b77b13",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032380",183670,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920be9e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f032cf8fcf5",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000320c0",753275,amixer
"all;libasound.so.2.0.0;[;0x0000000000031a00",1035802,amixer
"all;libasound.so.2.0.0;[;free@plt",1103262,amixer
"all;libasound.so.2.0.0;[;0x00007f721090cc59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66e55a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f032cfa0f5a",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000033cc0",232154,amixer
"all;libasound.so.2.0.0;[;0x00007f784ca8b05d",0,amixer
"all;libasound.so.2.0.0;[;0x00007f40fd78ee88",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec70386",0,amixer
"all;libasound.so.2.0.0;[;strcmp@plt",244310,amixer
"all;libasound.so.2.0.0;[;0x00007f40fd78bd65",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf5baf97f5",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62baa9c5",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14d41b",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920bf3d8",0,amixer
"all;libasound.so.2.0.0;[;snd_config_update_ref",0,amixer
"all;libasound.so.2.0.0;[;snd_config_iterator_end",1201498,amixer
"all;libasound.so.2.0.0;[;0x00007f90279c4c59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920c1de4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920be7f5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f7210917417",0,amixer
"all;libasound.so.2.0.0;[;snd_hctl_load",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66ef739",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66e505d",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e289e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec705a4",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000325a4",294705,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec7003d",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685e0ae6",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5938e29500",0,amixer
"all;libasound.so.2.0.0;[;snd_config_iterator_first",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb0fbadfba5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec7f496",0,amixer
"all;libasound.so.2.0.0;[;0x00007f027313a030",0,amixer
"all;libasound.so.2.0.0;[;_snd_ctl_hw_open",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62bab1fc",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090b0e0",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090b425",0,amixer
"all;libasound.so.2.0.0;[;snd_input_stdio_attach",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62fa90c4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090b5a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f10cfb7d0d3",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af159417",0,amixer
"all;libasound.so.2.0.0;[;snd_config_iterator_entry@plt",1401696,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec71cc3",0,amixer
"all;libasound.so.2.0.0;[;0x00007f8d920bf38b",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000319e5",1834841,amixer
"all;libasound.so.2.0.0;[;0x000000000003207b",594658,amixer
"all;libasound.so.2.0.0;[;0x00007f8d5a96f53a",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000323d0",177725,amixer
"all;libasound.so.2.0.0;[;0x0000000000032480",861701,amixer
"all;libasound.so.2.0.0;[;0x00007ff025af6000",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62fa90e4",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62ba99e5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f68b66e47f5",0,amixer
"all;libasound.so.2.0.0;[;0x00007f5dbdd41c59",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec7c417",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000032040",264320,amixer
"all;libasound.so.2.0.0;[;0x0000000000033c40",162582,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14d03b",0,amixer
"all;libasound.so.2.0.0;[;__snprintf_chk@plt",0,amixer
"all;libasound.so.2.0.0;[;0x0000000000034d00",552235,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14d5a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b780c4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f027313cdd2",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbf62fb5417",0,amixer
"all;libasound.so.2.0.0;[;0x00007fa4af14c9fe",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090a7d0",0,amixer
"all;libasound.so.2.0.0;[;0x00007f40fd78c5a4",0,amixer
"all;libasound.so.2.0.0;[;0x00007f027313cf02",0,amixer
"all;libasound.so.2.0.0;[;0x00007f721090a9e5",0,amixer
"all;libasound.so.2.0.0;[;0x00000000000323d8",571203,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec6f9e5",0,amixer
"all;libasound.so.2.0.0;[;snd_func_concat",0,amixer
"all;libasound.so.2.0.0;[;0x00007f02dec6fa63",0,amixer
"all;libasound.so.2.0.0;[;0x00007fbb62bb5e97",0,amixer
"all;libasound.so.2.0.0;[;0x00007f0e33b780e2",0,amixer
"all;libasound.so.2.0.0;[;0x00007fb7685e2fcb",0,amixer
