id,ibs_op__pp,dummy_HG
"all;libG4processes.so;[;G4CascadeParameters::Initialize",3374992,g4run
"all;libG4processes.so;[;G4LossTableBuilder::GetFlag@plt",4207414,g4run
"all;libG4processes.so;[;0x00000000008c4d86",2482821,g4run
"all;libG4processes.so;[;G4OmegaMinus::Definition@plt",4209474,g4run
"all;libG4processes.so;[;G4VEmProcess::GetCrossSection",1567707,g4run
"all;libG4processes.so;[;G4NuclNuclDiffuseElastic::GetErfComp",6638404,g4run
"all;libG4processes.so;[;G4StrawTubeXTRadiator::GetMediumFormationZone@plt",9176454,g4run
"all;libG4processes.so;[;G4AntiXibMinus::Definition@plt",46418683,g4run
"all;libG4processes.so;[;G4VEmProcess::ProcessDescription",289724631,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetWLSTimeProfile",524013443,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetGasZmuProduct",19839135,g4run
"all;libG4processes.so;[;G4HadProjectile::InitialiseLocal",787214,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::Initialise",29328508,g4run
"all;libG4processes.so;[;std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt",35630494,g4run
"all;libG4processes.so;[;G4PEEffectFluoModel::~G4PEEffectFluoModel",75563517,g4run
"all;libG4processes.so;[;G4HadPhaseSpaceKopylov::BetaKopylov",797856,g4run
"all;libG4processes.so;[;0x0000000000a5962d",3288113,g4run
"all;libG4processes.so;[;G4ITStepProcessor::GetAtRestIL@plt",242575058,g4run
"all;libG4processes.so;[;G4LundStringFragmentation::Quark_AntiQuark_lastSplitting",855250,g4run
"all;libG4processes.so;[;G4MuMinusCapturePrecompound::ApplyYourself",33761718,g4run
"all;libG4processes.so;[;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",1686766,g4run
"all;libG4processes.so;[;0x0000000000f18edc",6872071,g4run
"all;libG4processes.so;[;0x0000000000b3f906",2473650,g4run
"all;libG4processes.so;[;__1DSortOut::Sort@plt",67435486,g4run
"all;libG4processes.so;[;G4CollisionOutput::addOutgoingNuclei",34329383,g4run
"all;libG4processes.so;[;G4HadronicParameters::G4HadronicParameters",35678606,g4run
"all;libG4processes.so;[;G4INCL::CrossSectionsMultiPions::NNThreePi@plt",2112545191,g4run
"all;libG4processes.so;[;G4DiffractiveSplitableHadron::SetSecondParton",848170,g4run
"all;libG4processes.so;[;0x000000000037ebd0",23212938,g4run
"all;libG4processes.so;[;0x0000000000943117",852364,g4run
"all;libG4processes.so;[;G4UPiNuclearCrossSection::BuildPhysicsTable",47166743,g4run
"all;libG4processes.so;[;std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>",68568058,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetMaxEnergy",5959756,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetScintTrackSecondariesFirst",16740810,g4run
"all;libG4processes.so;[;G4ComponentAntiNuclNuclearXS::CrossSectionDescription",51824742,g4run
"all;libG4processes.so;[;G4DNARPWBAIonisationModel::DifferentialCrossSection",1604496,g4run
"all;libG4processes.so;[;G4Na21GEMChannel::~G4Na21GEMChannel",814087,g4run
"all;libG4processes.so;[;G4CascadeInterface::Propagate",552372436,g4run
"all;libG4processes.so;[;G4BinaryCascade::DecayVoidNucleus",810138,g4run
"all;libG4processes.so;[;0x0000000000836c64",5834619,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",323595263,g4run
"all;libG4processes.so;[;0x0000000000b3fac9",3357137,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetEnableBCParticles",48944026,g4run
"all;libG4processes.so;[;G4eBremParametrizedModel::SampleSecondaries",273847360,g4run
"all;libG4processes.so;[;xDataTOM_XYs_getDataFromXDataInfo@plt",3427373,g4run
"all;libG4processes.so;[;G4CrossSectionFactoryRegistry::GetFactory",28219052,g4run
"all;libG4processes.so;[;G4InuclParticleNames::nameShort",4826671,g4run
"all;libG4processes.so;[;G4BGGPionElasticXS::BuildPhysicsTable@plt",286745903,g4run
"all;libG4processes.so;[;std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]",4498925088,g4run
"all;libG4processes.so;[;G4IonCoulombCrossSection::SampleCosineTheta@plt",97344549,g4run
"all;libG4processes.so;[;G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel",163858783,g4run
"all;libG4processes.so;[;G4FPYSamplingOps::SampleGaussian",863531,g4run
"all;libG4processes.so;[;std::_Rb_tree<std::pair<G4Material const*, double>, std::pair<std::pair<G4Material const*, double> const, G4PenelopeCrossSection*>, std::_Select1st<std::pair<std::pair<G4Material const*, double> const, G4PenelopeCrossSection*> >, std::less<std::pair<G4Material const*, double> >, std::allocator<std::pair<std::pair<G4Material const*, double> const, G4PenelopeCrossSection*> > >::_M_emplace_unique<std::pair<std::pair<G4Material const*, double>, G4PenelopeCrossSection*> >@plt",1680172,g4run
"all;libG4processes.so;[;G4DNABornIonisationModel1::CrossSectionPerVolume",1659660,g4run
"all;libG4processes.so;[;G4DNARPWBAIonisationModel::TransferedEnergy@plt",19114522,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::DifferentialXSection",110925823,g4run
"all;libG4processes.so;[;G4LegendrePolynomial::EvalAssocLegendrePoly",3251775,g4run
"all;libG4processes.so;[;std::_Function_handler<void (), G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",1691278,g4run
"all;libG4processes.so;[;0x000000000082fcc5",844000,g4run
"all;libG4processes.so;[;0x0000000000a0fedb",3323375,g4run
"all;libG4processes.so;[;G4BinaryLightIonReaction::EnergyAndMomentumCorrector",1651581,g4run
"all;libG4processes.so;[;0x0000000000945a5a",1679162,g4run
"all;libG4processes.so;[;G4TransparentRegXTRadiator::DumpInfo",25017411,g4run
"all;libG4processes.so;[;G4OpticalParametersMessenger::~G4OpticalParametersMessenger",677270462,g4run
"all;libG4processes.so;[;_init",1639848,g4run
"all;libG4processes.so;[;0x00000000009d3585",13337726,g4run
"all;libG4processes.so;[;0x000000000037bee0",31957637,g4run
"all;libG4processes.so;[;0x0000000000e9b09d",1653945,g4run
"all;libG4processes.so;[;G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection",1723311,g4run
"all;libG4processes.so;[;0x00000000008aed83",9099668,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS",857565,g4run
"all;libG4processes.so;[;G4Evaporation::SetGEMVIChannel@plt",123869743,g4run
"all;libG4processes.so;[;0x0000000000833cb8",47467956,g4run
"all;libG4processes.so;[;G4NeutronElasticXS::G4NeutronElasticXS",336657897,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::BuildEnergyTable",98616940,g4run
"all;libG4processes.so;[;0x00000000009d3589",9181548,g4run
"all;libG4processes.so;[;std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>",853637,g4run
"all;libG4processes.so;[;G4EquilibriumEvaporator::deExcite",1162617558,g4run
"all;libG4processes.so;[;G4LorentzConvertor::reflectionNeeded",603181881,g4run
"all;libG4processes.so;[;0x000000000037ccb0",1671236,g4run
"all;libG4processes.so;[;G4GamP2NPipAngDst::G4GamP2NPipAngDst",15803203,g4run
"all;libG4processes.so;[;std::__throw_bad_alloc@plt",9961844,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetXSFactorPionInelastic",14135704,g4run
"all;libG4processes.so;[;MCGIDI_reaction_getProjectileMass_MeV@plt",652098066,g4run
"all;libG4processes.so;[;G4BetheBlochModel::ComputeDEDXPerVolume@plt",11656184,g4run
"all;libG4processes.so;[;G4VTransitionRadiation::PostStepDoIt",55340515,g4run
"all;libG4processes.so;[;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector",56672489,g4run
"all;libG4processes.so;[;0x0000000000b3f94a",830161,g4run
"all;libG4processes.so;[;G4Mg23GEMProbability::G4Mg23GEMProbability@plt",22469146,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::GetChipsCrossSection",264106159,g4run
"all;libG4processes.so;[;0x0000000000b3f90a",1637628,g4run
"all;libG4processes.so;[;0x0000000000380230",76115942,g4run
"all;libG4processes.so;[;G4StatMFMacroTetraNucleon::~G4StatMFMacroTetraNucleon@plt",18210248,g4run
"all;libG4processes.so;[;G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10",356596231,g4run
"all;libG4processes.so;[;std::vector<bool, std::allocator<bool> >::_M_insert_aux",1642462672,g4run
"all;libG4processes.so;[;std::__detail::_Prime_rehash_policy::_M_need_rehash@plt",1663422,g4run
"all;libG4processes.so;[;0x000000000083f96e",4190680,g4run
"all;libG4processes.so;[;G4CollisionOutput::reset",6761433,g4run
"all;libG4processes.so;[;G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta",59211930,g4run
"all;libG4processes.so;[;G4NucleiModel::passFermi",262153203,g4run
"all;libG4processes.so;[;G4PhysChemIO::G4Analysis::~G4Analysis@plt",810073,g4run
"all;libG4processes.so;[;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, long, G4InteractionContent*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",811229,g4run
"all;libG4processes.so;[;G4StatMFParameters::GetKappaCoulomb",2468250,g4run
"all;libG4processes.so;[;0x00000000008b6ce8",11547991,g4run
"all;libG4processes.so;[;0x0000000000a59b46",17202832,g4run
"all;libG4processes.so;[;0x0000000000f18f27",833718,g4run
"all;libG4processes.so;[;G4NucleiModel::passTrailing",23380883,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity",58154623,g4run
"all;libG4processes.so;[;G4EmBiasingManager::ActivateSecondaryBiasing",850434,g4run
"all;libG4processes.so;[;0x0000000000a59b49",2564249,g4run
"all;libG4processes.so;[;std::_Rb_tree<std::pair<G4Material const*, double>, std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*>, std::_Select1st<std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*> >, std::less<std::pair<G4Material const*, double> >, std::allocator<std::pair<std::pair<G4Material const*, double> const, G4PhysicsTable*> > >::find@plt",32042100,g4run
"all;libG4processes.so;[;G4GSMottCorrection::ClearMCDataPerMaterial@plt",1722521,g4run
"all;libG4processes.so;[;G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print",50926905,g4run
"all;libG4processes.so;[;G4CascadeParameters::DumpConfig",1389638626,g4run
"all;libG4processes.so;[;G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection",1290090194,g4run
"all;libG4processes.so;[;0x0000000000b3facd",3330961,g4run
"all;libG4processes.so;[;G4AtimaEnergyLossModel::sezi_dedx_e",12688922,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, G4MicroElecCrossSectionDataSet*>, std::_Select1st<std::pair<G4String const, G4MicroElecCrossSectionDataSet*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4MicroElecCrossSectionDataSet*> > >::find@plt",32558098,g4run
"all;libG4processes.so;[;G4ChipsPionPlusElasticXS::CalculateCrossSection",24550633,g4run
"all;libG4processes.so;[;G4BaryonWidth::G4BaryonWidth",862052,g4run
"all;libG4processes.so;[;G4ElasticData::DefineNucleusParameters",807376,g4run
"all;libG4processes.so;[;0x0000000000a1ab5c",852566,g4run
"all;libG4processes.so;[;0x0000000000a49309",8417313,g4run
"all;libG4processes.so;[;0x0000000000a1ab5f",3221388,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetXSFactorPionElastic",16659078,g4run
"all;libG4processes.so;[;G4Channeling::GetEF@plt",80397809,g4run
"all;libG4processes.so;[;G4LightTargetCollider::SingleNucleonScattering",154527031,g4run
"all;libG4processes.so;[;G4INCL::NNToMultiPionsChannel::inter2Part@plt",33323534,g4run
"all;libG4processes.so;[;G4IonDEDXHandler::GetUpperEnergyEdge@plt",299664532,g4run
"all;libG4processes.so;[;0x0000000000f69a18",5866425,g4run
"all;libG4processes.so;[;0x0000000000838c66",7350669,g4run
"all;libG4processes.so;[;G4CascadeDeexciteBase::G4CascadeDeexciteBase@plt",20129907,g4run
"all;libG4processes.so;[;G4DNAMolecularReactionData::ComputeEffectiveRadius@plt",54044201,g4run
"all;libG4processes.so;[;0x0000000000add18c",803025,g4run
"all;libG4processes.so;[;0x000000000082fccb",1715559,g4run
"all;libG4processes.so;[;0x000000000037df70",8455271,g4run
"all;libG4processes.so;[;G4HadronicAbsorptionBertini::ProcessDescription",64839066,g4run
"all;libG4processes.so;[;G4CascadeFinalStateAlgorithm::Configure",35909696,g4run
"all;libG4processes.so;[;G4PhotoNuclearCrossSection::GetIsoCrossSection",36670078,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, std::vector<double, std::allocator<double> >*>, std::_Select1st<std::pair<int const, std::vector<double, std::allocator<double> >*> >, std::less<int>, std::allocator<std::pair<int const, std::vector<double, std::allocator<double> >*> > >::_M_erase",2580871,g4run
"all;libG4processes.so;[;G4SBBremTable::BuildSamplingTables",580380945,g4run
"all;libG4processes.so;[;G4ChargeExchange::SampleT@plt",837676,g4run
"all;libG4processes.so;[;G4HadronicAbsorptionBertini::IsApplicable",1689802,g4run
"all;libG4processes.so;[;std::ostream::operator<<@plt",13053624,g4run
"all;libG4processes.so;[;0x0000000000833cbc",27797871,g4run
"all;libG4processes.so;[;std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt",222933688,g4run
"all;libG4processes.so;[;0x00000000009d358e",860724,g4run
"all;libG4processes.so;[;0x000000000085527f",2486264,g4run
"all;libG4processes.so;[;G4DNAWaterDissociationDisplacer::~G4DNAWaterDissociationDisplacer@plt",2399869,g4run
"all;libG4processes.so;[;0x0000000000a48aaf",5889775,g4run
"all;libG4processes.so;[;G4InitXscPAI::IntegralPAIdEdx",214809503,g4run
"all;libG4processes.so;[;G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton",170227246,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetXSFactorNucleonElastic",4215946,g4run
"all;libG4processes.so;[;G4VCrossSectionRatio::G4VCrossSectionRatio",5800719,g4run
"all;libG4processes.so;[;0x00000000008388fb",25682837,g4run
"all;libG4processes.so;[;G4Analyser::setWatchers",5879926,g4run
"all;libG4processes.so;[;0x0000000000a516c6",31669139,g4run
"all;libG4processes.so;[;G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom",2791331460,g4run
"all;libG4processes.so;[;G4InitXscPAI::KillCloseIntervals",181077120,g4run
"all;libG4processes.so;[;0x0000000000839246",4074610,g4run
"all;libG4processes.so;[;G4HadronNucleonXsc::HadronNucleonXscPDG",2186787424,g4run
"all;libG4processes.so;[;G4ParallelWorldScoringProcess::Verbose",12960495287,g4run
"all;libG4processes.so;[;G4DNAModelInterface::BuildMaterialMolPerVolTable@plt",8331739,g4run
"all;libG4processes.so;[;xDataTOME_getInterpolation@plt",14160654,g4run
"all;libG4processes.so;[;0x00000000008b6fbc",15107543,g4run
"all;libG4processes.so;[;G4PhotoElectricEffect::G4PhotoElectricEffect",100032062,g4run
"all;libG4processes.so;[;G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond",3210984640,g4run
"all;libG4processes.so;[;G4VSplitableHadron::G4VSplitableHadron@plt",4262597,g4run
"all;libG4processes.so;[;0x00000000008af63b",49157791,g4run
"all;libG4processes.so;[;G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst",2472500,g4run
"all;libG4processes.so;[;0x00000000008af67e",3339874,g4run
"all;libG4processes.so;[;G4RKPropagation::delete_EquationsAndMap",134890448,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",328824023,g4run
"all;libG4processes.so;[;G4hRDEnergyLoss::~G4hRDEnergyLoss@plt",5075933,g4run
"all;libG4processes.so;[;G4DNAELSEPAElasticModel::LinLinInterpolate@plt",26874426,g4run
"all;libG4processes.so;[;0x0000000000f18f2d",859004,g4run
"all;libG4processes.so;[;0x0000000000a59b4d",4293979,g4run
"all;libG4processes.so;[;0x00000000008b6cef",6739678,g4run
"all;libG4processes.so;[;0x00000000009f1b32",811757,g4run
"all;libG4processes.so;[;0x000000000037f8b0",471523384,g4run
"all;libG4processes.so;[;0x00000000009f1b33",821855,g4run
"all;libG4processes.so;[;0x0000000000a4930a",10832841,g4run
"all;libG4processes.so;[;std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>",1672716198,g4run
"all;libG4processes.so;[;G4WatcherGun::setWatchers",168523763,g4run
"all;libG4processes.so;[;0x000000000037c9d0",483343709,g4run
"all;libG4processes.so;[;0x00000000009d33e3",2437494,g4run
"all;libG4processes.so;[;G4AntiProton::AntiProtonDefinition@plt",23287115,g4run
"all;libG4processes.so;[;CLHEP::HepStat::inverseErf@plt",288198186,g4run
"all;libG4processes.so;[;G4BinaryCascade::FindDecayCollision@plt",857016,g4run
"all;libG4processes.so;[;G4LundStringFragmentation::SplitEandP",861572,g4run
"all;libG4processes.so;[;G4LowEPPolarizedComptonModel::SetNewPolarization@plt",862708,g4run
"all;libG4processes.so;[;0x00000000009edb09",5837186,g4run
"all;libG4processes.so;[;G4CascadeCheckBalance::momentumOkay",82905460,g4run
"all;libG4processes.so;[;G4ExcitationHandler::SetParameters",549422000,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::RatioMottRutherford",11612299,g4run
"all;libG4processes.so;[;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt",54373239,g4run
"all;libG4processes.so;[;G4WeightCutOffConfigurator::G4WeightCutOffConfigurator@plt",8241046,g4run
"all;libG4processes.so;[;0x00000000009d33e7",846380,g4run
"all;libG4processes.so;[;G4eBremsstrahlungRelModel::~G4eBremsstrahlungRelModel",4084824,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetCerenkovStackPhotons",4223229,g4run
"all;libG4processes.so;[;G4fissionEvent::G4SmpWatt",4245578,g4run
"all;libG4processes.so;[;0x0000000000a4907d",10841061,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",611487306,g4run
"all;libG4processes.so;[;G4EmParametersMessenger::SetNewValue",74029635,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",1685512,g4run
"all;libG4processes.so;[;0x0000000000838c6b",18995749,g4run
"all;libG4processes.so;[;0x0000000000f69a1d",83181117,g4run
"all;libG4processes.so;[;G4LorentzConvertor::rotate",876262351,g4run
"all;libG4processes.so;[;G4TauPlus::TauPlus@plt",862927,g4run
"all;libG4processes.so;[;G4Fissioner::~G4Fissioner",844687,g4run
"all;libG4processes.so;[;0x00000000009f89fd",10102256,g4run
"all;libG4processes.so;[;G4INCL::ParticleSpecies::ParticleSpecies@plt",79740070,g4run
"all;libG4processes.so;[;G4Fancy3DNucleus::ReduceSum",576486560,g4run
"all;libG4processes.so;[;G4Clebsch::ClebschGordanCoeff",7332965,g4run
"all;libG4processes.so;[;0x000000000037f590",52832211,g4run
"all;libG4processes.so;[;G4PhotoElectricEffect::IsApplicable",47033158,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::HtmlFileName",843659,g4run
"all;libG4processes.so;[;G4INCL::ProjectileRemnant::computeExcitationEnergy@plt",83637968,g4run
"all;libG4processes.so;[;G4HadronicException::Report",33252640,g4run
"all;libG4processes.so;[;G4PAIySection::SumOverInterCerenkov",33793610,g4run
"all;libG4processes.so;[;G4INCL::NDeltaOmegaProductionChannel::sampleDeltaMass@plt",6709752,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::ComputeAngle",24152096,g4run
"all;libG4processes.so;[;0x0000000000b63fb9",774622,g4run
"all;libG4processes.so;[;0x0000000000833d86",15023788,g4run
"all;libG4processes.so;[;std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base",46463595,g4run
"all;libG4processes.so;[;CLHEP::operator/@plt",851303,g4run
"all;libG4processes.so;[;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>",961854520,g4run
"all;libG4processes.so;[;G4OpMieHG::Initialise@plt",27617300,g4run
"all;libG4processes.so;[;G4PAIySection::NormShift",27541898,g4run
"all;libG4processes.so;[;G4UrbanAdjointMscModel::G4UrbanAdjointMscModel@plt",71868732,g4run
"all;libG4processes.so;[;0x0000000000948775",851124,g4run
"all;libG4processes.so;[;std::basic_filebuf<char, std::char_traits<char> >::close@plt",860556,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions",2514635,g4run
"all;libG4processes.so;[;0x0000000000a516cb",13231959,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase",603502281,g4run
"all;libG4processes.so;[;0x000000000083924b",3343176,g4run
"all;libG4processes.so;[;0x00000000005f4426",18107430,g4run
"all;libG4processes.so;[;G4Bessel::K0",2560539,g4run
"all;libG4processes.so;[;G4INCL::NNOmegaToMultiPionsChannel::nn_nnPipPim@plt",12562270,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase",19016989,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetProcessActivation",254947315,g4run
"all;libG4processes.so;[;G4InuclElementaryParticle::makeDefinition",378187861,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::CrossSectionLin",4212277,g4run
"all;libG4processes.so;[;G4Bessel::K1",17314244,g4run
"all;libG4processes.so;[;0x00000000005f4429",19122613,g4run
"all;libG4processes.so;[;G4VITStepModel::GetReactionProcess@plt",247491810,g4run
"all;libG4processes.so;[;G4CollisionOutput::getTotalStrangeness",811589,g4run
"all;libG4processes.so;[;0x0000000000786858",799528,g4run
"all;libG4processes.so;[;0x00000000008b6af6",1701396,g4run
"all;libG4processes.so;[;G4TypeMutex<G4Cache<CLHEP::Hep3Vector*> >",1718895,g4run
"all;libG4processes.so;[;G4StatMFMacroMultiNucleon::CalcEntropy",7471369,g4run
"all;libG4processes.so;[;G4PAIySection::SumOverBordPlasmon",985269404,g4run
"all;libG4processes.so;[;0x00000000008b6af9",2338844,g4run
"all;libG4processes.so;[;G4FTFAnnihilation::Annihilate",2565258,g4run
"all;libG4processes.so;[;G4IntraNucleiCascader::createTarget",782367556,g4run
"all;libG4processes.so;[;0x000000000096dba4",1604076,g4run
"all;libG4processes.so;[;0x00000000009edb0d",6599653,g4run
"all;libG4processes.so;[;0x00000000008b6d39",8259105,g4run
"all;libG4processes.so;[;G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt",29263842,g4run
"all;libG4processes.so;[;0x0000000000f69b37",183733878,g4run
"all;libG4processes.so;[;0x000000000096dba7",861836,g4run
"all;libG4processes.so;[;G4VEmProcess::PostStepDoIt",817279219,g4run
"all;libG4processes.so;[;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData",2485548,g4run
"all;libG4processes.so;[;G4EquilibriumEvaporator::setVerboseLevel",3304275,g4run
"all;libG4processes.so;[;0x00000000009d33ef",10620536,g4run
"all;libG4processes.so;[;G4VUserTrackInformation::G4VUserTrackInformation@plt",69280473,g4run
"all;libG4processes.so;[;0x0000000000a1a6d2",804575,g4run
"all;libG4processes.so;[;G4FissionProductYieldDist::MakeDirectoryName",858251,g4run
"all;libG4processes.so;[;G4FTFParticipants::GetList",3313151,g4run
"all;libG4processes.so;[;G4ITTransportation::G4ITTransportation@plt",7536656,g4run
"all;libG4processes.so;[;G4EmElementSelector::SelectRandomAtom",623045276,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::NuclearCrossSection",161544698,g4run
"all;libG4processes.so;[;0x0000000000f19082",840608,g4run
"all;libG4processes.so;[;G4ChipsPionPlusElasticXS::GetTabValues",2576698,g4run
"all;libG4processes.so;[;0x0000000000f1ffe4",822959,g4run
"all;libG4processes.so;[;G4MolecularConfiguration::GetFakeParticleID@plt",360208522,g4run
"all;libG4processes.so;[;G4ITSafetyHelper::InitialiseHelper@plt",76581890,g4run
"all;libG4processes.so;[;0x0000000000f1ffe6",859032,g4run
"all;libG4processes.so;[;0x0000000000a1a6d9",1702037,g4run
"all;libG4processes.so;[;G4LundStringFragmentation::SampleState",775911,g4run
"all;libG4processes.so;[;0x0000000000f1ffe8",2512505,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, double*>, std::_Select1st<std::pair<G4String const, double*> >, std::less<G4String>, std::allocator<std::pair<G4String const, double*> > >::_M_erase",850059,g4run
"all;libG4processes.so;[;0x000000000037e3b0",11531634,g4run
"all;libG4processes.so;[;G4EMDissociationSpectrum::GetClosestApproach",21028061,g4run
"all;libG4processes.so;[;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",66690947,g4run
"all;libG4processes.so;[;G4CascadeInterface::copyOutputToHadronicResult",77619467,g4run
"all;libG4processes.so;[;G4LivermorePolarizedComptonModel::GetRandomPolarization@plt",373611235,g4run
"all;libG4processes.so;[;0x0000000000f15d38",782337,g4run
"all;libG4processes.so;[;0x0000000000833d8c",119916220,g4run
"all;libG4processes.so;[;G4NuclearFermiDensity::GetDeriv",204987778,g4run
"all;libG4processes.so;[;0x00000000009e3d55",1677323,g4run
"all;libG4processes.so;[;0x0000000000a25829",819223,g4run
"all;libG4processes.so;[;0x0000000000832718",1695488,g4run
"all;libG4processes.so;[;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",122166788,g4run
"all;libG4processes.so;[;G4QGSParticipants::GenerateDeltaIsobar@plt",9974231,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetWLS2TimeProfile",5903402,g4run
"all;libG4processes.so;[;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",7690328,g4run
"all;libG4processes.so;[;G4ElectroNuclearCrossSection::GetVirtualFactor@plt",13285948,g4run
"all;libG4processes.so;[;G4C16GEMProbability::~G4C16GEMProbability@plt",54996017,g4run
"all;libG4processes.so;[;G4FTFParameters::GetProcProb@plt",222883101,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >",19248114,g4run
"all;libG4processes.so;[;0x00000000005f442d",51961443,g4run
